filename,county,latitude,longitude,well,filetime,casgem_id,local_well_number,date,military_time_pst,no_measurement,questionable_measurement,reading_rp,reading_ws,rp_to_ws,rp_elevation,gs_elevation,wse,gs_to_ws,measurement_method,measurement_accuracy,collecting,comments,month,day,year
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W001,2013-09-18 13:29:54,369677N1207282W001,,11/28/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,113.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W001,2013-09-18 13:29:54,369677N1207282W001,,4/11/2007,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,113.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,4,11,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W002,2013-09-18 13:29:54,369677N1207282W002,,4/14/2005,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,112.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W002,2013-09-18 13:29:54,369677N1207282W002,,4/19/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,112.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W002,2013-09-18 13:29:54,369677N1207282W002,,11/28/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,112.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9677,-120.7282,W002,2013-09-18 13:29:54,369677N1207282W002,,4/11/2007,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,112.400,112.400,NULL,NULL,,,Department of Water Resources,Voluntary,4,11,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.968,-120.8463,W001,2013-09-18 13:29:54,369680N1208463W001,,4/14/2005,00:00,,,55.000,0.000,55.000,200.790,199.790,145.790,54.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.968,-120.8463,W001,2013-09-18 13:29:54,369680N1208463W001,,4/19/2006,00:00,,,55.000,0.000,55.000,200.790,199.790,145.790,54.000,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.968,-120.8463,W001,2013-09-18 13:29:54,369680N1208463W001,,11/28/2006,00:00,,,55.600,0.000,55.600,200.790,199.790,145.190,54.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.968,-120.8463,W001,2013-09-18 13:29:54,369680N1208463W001,,3/9/2007,00:00,,,56.600,0.000,56.600,200.790,199.790,144.190,55.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,3,9,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9691,-120.8427,W001,2013-09-18 13:29:54,369691N1208427W001,,4/14/2005,00:00,,,43.900,0.000,43.900,193.270,192.770,149.370,43.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9691,-120.8427,W001,2013-09-18 13:29:54,369691N1208427W001,,4/19/2006,00:00,,,44.000,0.000,44.000,193.270,192.770,149.270,43.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9691,-120.8427,W001,2013-09-18 13:29:54,369691N1208427W001,,11/28/2006,00:00,,,44.600,0.000,44.600,193.270,192.770,148.670,44.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9691,-120.8427,W001,2013-09-18 13:29:54,369691N1208427W001,,3/9/2007,00:00,,,45.400,0.000,45.400,193.270,192.770,147.870,44.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,3,9,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9696,-120.8527,W001,2013-09-18 13:29:54,369696N1208527W001,,4/14/2005,00:00,,,67.200,0.000,67.200,215.610,215.610,148.410,67.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9696,-120.8527,W001,2013-09-18 13:29:54,369696N1208527W001,,4/19/2006,00:00,,,66.600,0.000,66.600,215.610,215.610,149.010,66.600,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9696,-120.8527,W001,2013-09-18 13:29:54,369696N1208527W001,,11/28/2006,00:00,,,67.400,0.000,67.400,215.610,215.610,148.210,67.400,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9696,-120.8527,W001,2013-09-18 13:29:54,369696N1208527W001,,4/11/2007,00:00,,,68.900,0.000,68.900,215.610,215.610,146.710,68.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,11,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9757,-120.6685,W001,2013-09-18 13:29:54,369757N1206685W001,,4/14/2005,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,114.330,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9757,-120.6685,W001,2013-09-18 13:29:54,369757N1206685W001,,4/19/2006,00:00,5 - Unable to locate well,,NULL,NULL,NULL,114.330,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9757,-120.6685,W001,2013-09-18 13:29:54,369757N1206685W001,,11/28/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,114.330,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9757,-120.6685,W001,2013-09-18 13:29:54,369757N1206685W001,,11/12/2007,00:00,5 - Unable to locate well,,NULL,NULL,NULL,114.330,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,11,12,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.976,-120.8485,W001,2013-09-18 13:29:54,369760N1208485W001,,4/14/2005,00:00,,,54.100,0.000,54.100,193.790,193.790,139.690,54.100,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.976,-120.8485,W001,2013-09-18 13:29:54,369760N1208485W001,,4/19/2006,00:00,,,50.300,0.000,50.300,193.790,193.790,143.490,50.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.976,-120.8485,W001,2013-09-18 13:29:54,369760N1208485W001,,11/28/2006,00:00,,,51.900,0.000,51.900,193.790,193.790,141.890,51.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.976,-120.8485,W001,2013-09-18 13:29:54,369760N1208485W001,,3/9/2007,00:00,,,52.200,0.000,52.200,193.790,193.790,141.590,52.200,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,3,9,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9766,-120.7999,W001,2013-09-18 13:29:54,369766N1207999W001,,4/14/2005,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,128.250,125.450,NULL,NULL,,,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9766,-120.7999,W001,2013-09-18 13:29:54,369766N1207999W001,,4/19/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,128.250,125.450,NULL,NULL,,,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9766,-120.7999,W001,2013-09-18 13:29:54,369766N1207999W001,,11/28/2006,00:00,,,8.300,0.000,8.300,128.250,125.450,119.950,5.500,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9766,-120.7999,W001,2013-09-18 13:29:54,369766N1207999W001,,4/11/2007,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,128.250,125.450,NULL,NULL,,,Department of Water Resources,Voluntary,4,11,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9766,-120.7999,W001,2013-09-18 13:29:54,369766N1207999W001,,11/12/2007,00:00,,,8.100,0.000,8.100,128.250,125.450,120.150,5.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,12,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,4/14/2005,00:00,,,5.800,0.000,5.800,125.550,124.550,119.750,4.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,4/19/2006,00:00,,,5.800,0.000,5.800,125.550,124.550,119.750,4.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,11/28/2006,00:00,,,6.800,0.000,6.800,125.550,124.550,118.750,5.800,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,3/8/2007,00:00,,,5.300,0.000,5.300,125.550,124.550,120.250,4.300,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,3,8,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,11/9/2007,00:00,,,11.900,0.000,11.900,125.550,124.550,113.650,10.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,11,9,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9768,-120.8002,W001,2013-09-18 13:29:54,369768N1208002W001,11S11E17E002M,7/20/2006,00:00,,,5.900,0.000,5.900,125.550,124.550,119.650,4.900,UNK - Unknown,Unknown,Department of Water Resources,Voluntary,7,20,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9827,-120.6813,W001,2013-09-18 13:29:54,369827N1206813W001,,4/14/2005,00:00,D - Dry well,,NULL,NULL,NULL,113.730,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.9827,-120.6813,W001,2013-09-18 13:29:54,369827N1206813W001,,4/19/2006,00:00,D - Dry well,,NULL,NULL,NULL,113.730,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9827,-120.6813,W001,2013-09-18 13:29:54,369827N1206813W001,,11/28/2006,00:00,D - Dry well,,NULL,NULL,NULL,113.730,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.9827,-120.6813,W001,2013-09-18 13:29:54,369827N1206813W001,,4/11/2007,00:00,D - Dry well,,NULL,NULL,NULL,113.730,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,4,11,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.9827,-120.6813,W001,2013-09-18 13:29:54,369827N1206813W001,,11/12/2007,00:00,D - Dry well,,NULL,NULL,NULL,113.730,113.330,NULL,NULL,,,Department of Water Resources,Voluntary,11,12,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,4/14/2005,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,4,14,2005
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,4/19/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,4,19,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,11/28/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,11,28,2006
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,3/8/2007,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,3,8,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,11/9/2007,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,11,9,2007
Merced_01.01.2005-12.31.2007.csv,Merced,36.983,-120.7818,W001,2013-09-18 13:29:54,369830N1207818W001,,7/20/2006,00:00,9 - Temporarily inaccessible,,NULL,NULL,NULL,110.080,109.480,NULL,NULL,,,Department of Water Resources,Voluntary,7,20,2006
